Territory,WHO region,Transmission zone,Year,Week,Start date,End date,Collected,Processed,A (H1),A (H1N1)pdm09,A (H3),A (H5),A (not subtyped),A (total),B (Yamagata),B (Victoria),B (not subtyped),B (total),Total positive,Total negative,ILI activity
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,32,8/9/21,8/15/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,33,8/16/21,8/22/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,34,8/23/21,8/29/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,35,8/30/21,9/5/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,36,9/6/21,9/12/21,15,15, ,4,1,0, ,5, , ,2,2,7,8,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,37,9/13/21,9/19/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,38,9/20/21,9/26/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,39,9/27/21,10/3/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,40,10/4/21,10/10/21,35,35, ,8,4,0, ,12, , ,3,3,15,20,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,41,10/11/21,10/17/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,42,10/18/21,10/24/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,43,10/25/21,10/31/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,44,11/1/21,11/7/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,45,11/8/21,11/14/21,80,80, ,11,8,0, ,19, , ,8,8,27,53,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,46,11/15/21,11/21/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,47,11/22/21,11/28/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,48,11/29/21,12/5/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,49,12/6/21,12/12/21,80,80, ,14,7,0, ,21, , ,10,10,31,49,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,50,12/13/21,12/19/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,51,12/20/21,12/26/21, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2021,52,12/27/21,1/2/22, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2022,1,1/3/22,1/9/22, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2022,2,1/10/22,1/16/22, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2022,3,1/17/22,1/23/22, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2022,4,1/24/22,1/30/22, , , , , , , , , , , , , , ,No Report
Democratic People's Republic of Korea,South-East Asia Region of WHO,Eastern Asia,2022,5,1/31/22,2/6/22, , , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,1,12/30/19,1/5/20,6,6, ,1,0,0,0,1,0,2,0,2,3, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,2,1/6/20,1/12/20,23,23, ,0,3,0,0,3,0,1,0,1,4, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,3,1/13/20,1/19/20,16,16, ,4,4,0,0,8,0,2,0,2,10, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,4,1/20/20,1/26/20,23,23, ,2,2,0,0,4,0,1,0,1,5, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,5,1/27/20,2/2/20,10,10, ,1,0,0,0,1,0,0,0,0,1, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,6,2/3/20,2/9/20,10,10, ,0,0,0,1,1,0,1,0,1,2, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,7,2/10/20,2/16/20,16,16, ,1,0,0,0,1,0,2,0,2,3, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,8,2/17/20,2/23/20,38,38, ,2,1,0,0,3,0,2,0,2,5, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,9,2/24/20,3/1/20,21,21, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,10,3/2/20,3/8/20,22,22, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,11,3/9/20,3/15/20,19,19, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,12,3/16/20,3/22/20,15,15, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,13,3/23/20,3/29/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,14,3/30/20,4/5/20,3,3, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,15,4/6/20,4/12/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,16,4/13/20,4/19/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,17,4/20/20,4/26/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,18,4/27/20,5/3/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,19,5/4/20,5/10/20,1,1, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,20,5/11/20,5/17/20,5,5, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,21,5/18/20,5/24/20,5,5, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,22,5/25/20,5/31/20,4,4, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,23,6/1/20,6/7/20,1,1, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,24,6/8/20,6/14/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,25,6/15/20,6/21/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,26,6/22/20,6/28/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,27,6/29/20,7/5/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,28,7/6/20,7/12/20,2,2, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,29,7/13/20,7/19/20,9,9, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,30,7/20/20,7/26/20,17,17, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,31,7/27/20,8/2/20,24,24, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,32,8/3/20,8/9/20,12,12, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,33,8/10/20,8/16/20,12,12, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,34,8/17/20,8/23/20,2,2, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,35,8/24/20,8/30/20,13,13, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,36,8/31/20,9/6/20,18,18, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,37,9/7/20,9/13/20,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,38,9/14/20,9/20/20,13,13, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,39,9/21/20,9/27/20,3,3, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,40,9/28/20,10/4/20,17,17, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,41,10/5/20,10/11/20,15,15, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,42,10/12/20,10/18/20,13,13, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,43,10/19/20,10/25/20,5,5, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,44,10/26/20,11/1/20,12,12, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,45,11/2/20,11/8/20,15,15, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,46,11/9/20,11/15/20,18,18, ,0,1,0,1,2,0,0,0,0,2, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,47,11/16/20,11/22/20,28,28, ,0,1,0,0,1,0,0,0,0,1, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,48,11/23/20,11/29/20,33,33, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,49,11/30/20,12/6/20,2,2, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,50,12/7/20,12/13/20,23,23, ,0,3,0,0,3,0,0,0,0,3, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,51,12/14/20,12/20/20,16,16, ,0,2,0,0,2,0,0,0,0,2, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,52,12/21/20,12/27/20,7,7, ,1,0,0,0,1,0,0,1,1,2, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,53,12/28/20,1/3/21,2,2, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,1,1/4/21,1/10/21,23,23, ,0,9,0,0,10,0,0,0,0,10,13,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,2,1/11/21,1/17/21,23,23, ,0,4,0,0,7,0,1,0,1,8,15,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,3,1/18/21,1/24/21,16,16, ,0,3,0,0,4,0,0,0,0,4,12,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,4,1/25/21,1/31/21,25,25, ,0,3,0,0,6,0,0,0,0,6,19,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,5,2/1/21,2/7/21,22,22, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,6,2/8/21,2/14/21,31,31, ,0,0,0,0,0,0,0,0,0,0,31,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,7,2/15/21,2/21/21,19,19, ,0,0,0,0,0,0,0,0,0,0,19,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,8,2/22/21,2/28/21,3,3, ,0,0,0,0,0,0,0,0,0,0,3,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,9,3/1/21,3/7/21,35,35, ,0,0,0,0,3,0,1,0,1,4,31,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,10,3/8/21,3/14/21,9,9, ,0,0,0,0,0,0,0,0,0,0,9,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,11,3/15/21,3/21/21,15,15, ,0,0,0,0,0,0,0,0,0,0,15,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,12,3/22/21,3/28/21,10,10, ,0,0,0,0,0,0,0,0,0,0,10,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,13,3/29/21,4/4/21,21,21, ,0,0,0,0,0,0,0,0,0,0,21,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,14,4/5/21,4/11/21,39,39, ,0,0,0,0,0,0,1,0,1,1,38,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,15,4/12/21,4/18/21,28,28, ,0,0,0,0,0,0,1,0,1,1,27,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,16,4/19/21,4/25/21,19,19, ,0,0,0,0,0,0,2,0,2,2,17,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,17,4/26/21,5/2/21,11,11, ,0,0,0,0,1,0,2,0,2,3,8,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,18,5/3/21,5/9/21,13,13, ,0,0,0,0,0,0,1,0,1,1,12,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,19,5/10/21,5/16/21,8,8, ,0,0,0,0,0,0,0,0,0,0,8,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,20,5/17/21,5/23/21,1,1, ,0,1,0,0,1,0,0,0,0,1, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,21,5/24/21,5/30/21,30,30, ,0,0,0,0,0,0,1,0,1,1,29,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,22,5/31/21,6/6/21,1,1, ,0,0,0,0,0,0,0,0,0,0,1,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,23,6/7/21,6/13/21,20,20, ,0,1,0,0,1,0,0,0,0,1,19,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,24,6/14/21,6/20/21,4,4, ,0,0,0,0,0,0,1,0,1,1,3,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,25,6/21/21,6/27/21,4,4, ,0,0,0,0,0,0,0,0,0,0,4,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,26,6/28/21,7/4/21,12,12, ,0,0,0,0,0,0,0,0,0,0,12,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,27,7/5/21,7/11/21,22,22, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,28,7/12/21,7/18/21,14,14, ,0,0,0,0,0,0,0,0,0,0,14,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,29,7/19/21,7/25/21,9,9, ,0,1,0,0,1,0,0,0,0,1,8,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,30,7/26/21,8/1/21,8,8, ,0,0,0,0,0,0,0,0,0,0,8,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,31,8/2/21,8/8/21,22,22, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,32,8/9/21,8/15/21,17,17, ,0,0,0,0,0,0,0,0,0,0,17,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,33,8/16/21,8/22/21,0,0, ,0,0,0,0,0,0,0,0,0,0, ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,34,8/23/21,8/29/21,22,22, ,0,0,0,0,0,0,0,0,0,0,22,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,35,8/30/21,9/5/21,7,7, ,0,0,0,0,0,0,0,0,0,0,7,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,36,9/6/21,9/12/21,18,18, ,0,0,0,0,0,0,0,0,0,0,18,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,37,9/13/21,9/19/21,16,16, ,0,0,0,0,0,0,0,0,0,0,16,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,38,9/20/21,9/26/21,8,8, ,0,0,0,0,0,0,0,0,0,0,8,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,39,9/27/21,10/3/21,7,7, ,0,0,0,0,0,0,0,0,0,0,7,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,40,10/4/21,10/10/21,8,8, ,0,0,0,0,0,0,0,0,0,0,8,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,41,10/11/21,10/17/21,11,11, ,0,0,0,0,0,0,0,0,0,0,11,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,42,10/18/21,10/24/21,13,13, ,0,0,0,0,0,0,0,0,0,0,13,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,43,10/25/21,10/31/21,26,26, ,0,0,0,0,0,0,0,0,0,0,26,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,44,11/1/21,11/7/21,21,21, ,0,0,0,0,0,0,0,0,0,0,21,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,45,11/8/21,11/14/21,17,17, ,0,0,0,0,0,0,0,0,0,0,17,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,46,11/15/21,11/21/21,20,20, ,0,0,0,0,0,0,0,0,0,0,20,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,47,11/22/21,11/28/21,1,1, ,0,0,0,0,0,0,0,0,0,0,1,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,48,11/29/21,12/5/21,38,38, ,0,0,0,0,0,0,0,0,0,0,38,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,49,12/6/21,12/12/21,147,87, ,0,0,0,0,0,0,0,0,0,0,87,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,50,12/13/21,12/19/21,88,88, ,0,0,0,0,0,0,0,0,0,0,88,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,51,12/20/21,12/26/21,40, , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2021,52,12/27/21,1/2/22, , , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2022,1,1/3/22,1/9/22, , , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2022,2,1/10/22,1/16/22, , , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2022,3,1/17/22,1/23/22, , , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2022,4,1/24/22,1/30/22, , , , , , , , , , , , , , ,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2022,5,1/31/22,2/6/22, , , , , , , , , , , , , , ,No Report
Denmark,European Region of WHO,Northern Europe,2020,1,12/30/19,1/5/20, ,2206,0,52,66, ,149,267,0,4,16,20,287, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,2,1/6/20,1/12/20, ,2335,0,60,55, ,124,239,0,6,16,22,261, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,3,1/13/20,1/19/20, ,2216,0,48,74, ,138,260,0,11,23,34,294, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,4,1/20/20,1/26/20, ,2578,0,69,113, ,221,403,0,2,37,39,442, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,5,1/27/20,2/2/20, ,2944,0,71,146, ,270,487,0,22,46,68,555, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,6,2/3/20,2/9/20, ,2974,0,68,135, ,329,532,0,19,40,59,591, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,7,2/10/20,2/16/20, ,2881,0,89,178, ,340,607,0,9,54,63,670, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,8,2/17/20,2/23/20, ,2897,0,63,155, ,342,560,0,11,49,60,620, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,9,2/24/20,3/1/20, ,3251,0,73,162, ,383,618,1,17,87,105,723, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,10,3/2/20,3/8/20, ,3803,0,94,195, ,460,749,0,30,71,101,850, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,11,3/9/20,3/15/20, ,4471,0,23,87, ,676,786,0,10,88,98,884, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,12,3/16/20,3/22/20, ,3925,0,7,47, ,181,235,0,7,19,26,261, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,13,3/23/20,3/29/20, ,4757,0,0,3, ,76,79,0,0,13,13,92, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,14,3/30/20,4/5/20, ,4885,0,0,3, ,16,19,0,0,7,7,26, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,15,4/6/20,4/12/20, ,1952,0,0,1, ,2,3,0,0,0,0,3, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,16,4/13/20,4/19/20, ,1846,0,0,0, ,2,2,0,0,0,0,2, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,17,4/20/20,4/26/20, ,1661,0,0,0, ,1,1,0,0,0,0,1, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,18,4/27/20,5/3/20, ,1083,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,19,5/4/20,5/10/20, ,641,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,20,5/11/20,5/17/20, ,512,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,21,5/18/20,5/24/20, ,396,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,22,5/25/20,5/31/20, ,380,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,23,6/1/20,6/7/20, ,268,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,24,6/8/20,6/14/20, ,310,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,25,6/15/20,6/21/20, ,265,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,26,6/22/20,6/28/20, ,234,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,27,6/29/20,7/5/20, ,174,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,28,7/6/20,7/12/20, ,195,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,29,7/13/20,7/19/20, ,174,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,30,7/20/20,7/26/20, ,165,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,31,7/27/20,8/2/20, ,167,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,32,8/3/20,8/9/20, ,180,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,33,8/10/20,8/16/20, ,167,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,34,8/17/20,8/23/20, ,197,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,35,8/24/20,8/30/20, ,207,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,36,8/31/20,9/6/20, ,204,0,0,0, ,1,1,0,0,0,0,1, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,37,9/7/20,9/13/20, ,249,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,38,9/14/20,9/20/20, ,226,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,39,9/21/20,9/27/20, , , , , , , , , , , , , , ,No Report
Denmark,European Region of WHO,Northern Europe,2020,40,9/28/20,10/4/20, ,269,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,41,10/5/20,10/11/20, ,309,0,0,0, ,1,1,0,0,0,0,1, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,42,10/12/20,10/18/20, ,335,0,0,0, ,0,0,0,0,1,1,1, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,43,10/19/20,10/25/20, ,386,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,44,10/26/20,11/1/20, ,475,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,45,11/2/20,11/8/20, ,621,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,46,11/9/20,11/15/20, ,687,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,47,11/16/20,11/22/20, ,818,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,48,11/23/20,11/29/20, ,1030,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,49,11/30/20,12/6/20, ,1364,0,0,0, ,0,0,0,0,1,1,1, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,50,12/7/20,12/13/20, ,1797,0,0,0, ,0,0,0,0,2,2,2, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,51,12/14/20,12/20/20, ,2113,0,0,0, ,0,0,0,0,2,2,2, ,No Report
Denmark,European Region of WHO,Northern Europe,2020,52,12/21/20,12/27/20, ,2550,0,0,0, ,2,2,0,0,6,6,8, ,No Report
