Territory,WHO region,Transmission zone,Year,Week,Start date,End date,Collected,Processed,A (H1),A (H1N1)pdm09,A (H3),A (H5),A (not subtyped),A (total),B (Yamagata),B (Victoria),B (not subtyped),B (total),Total positive,Total negative,ILI activity
Belgium,European Region of WHO,South West Europe,2021,38,2021-09-20,2021-09-26, ,0,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,39,2021-09-27,2021-10-03, ,1,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,40,2021-10-04,2021-10-10, ,1,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,41,2021-10-11,2021-10-17, ,3,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,42,2021-10-18,2021-10-24, ,13,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,43,2021-10-25,2021-10-31, ,26,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,44,2021-11-01,2021-11-07, ,17,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,45,2021-11-08,2021-11-14, ,12,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,46,2021-11-15,2021-11-21, ,23,0,0,1, ,0,1,0,0,0,0,1, ,No Report
Belgium,European Region of WHO,South West Europe,2021,47,2021-11-22,2021-11-28, ,17,0,0,1, ,1,2,0,0,0,0,2, ,No Report
Belgium,European Region of WHO,South West Europe,2021,48,2021-11-29,2021-12-05, ,15,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,49,2021-12-06,2021-12-12, ,13,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,50,2021-12-13,2021-12-19, ,17,0,2,0, ,0,2,0,0,0,0,2, ,No Report
Belgium,European Region of WHO,South West Europe,2021,51,2021-12-20,2021-12-26, ,7,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2021,52,2021-12-27,2022-01-02, ,5,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2022,1,2022-01-03,2022-01-09, ,14,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2022,2,2022-01-10,2022-01-16, ,6,0,0,0, ,0,0,0,0,0,0,0, ,No Report
Belgium,European Region of WHO,South West Europe,2022,3,2022-01-17,2022-01-23, , , , , , , , , , , , , , ,No Report
Belgium,European Region of WHO,South West Europe,2022,4,2022-01-24,2022-01-30, , , , , , , , , , , , , , ,No Report
Belgium,European Region of WHO,South West Europe,2022,5,2022-01-31,2022-02-06, , , , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,1,2019-12-30,2020-01-05, ,5, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,2,2020-01-06,2020-01-12, ,6, ,1, , , ,1, , , , ,1,5,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,3,2020-01-13,2020-01-19, ,6, ,1, , , ,1, , , , ,1,5,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,4,2020-01-20,2020-01-26, ,15, ,2, , , ,2,1, , ,1,3,12,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,5,2020-01-27,2020-02-02, ,47, ,2, , , ,2, , , , ,2,45,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,6,2020-02-03,2020-02-09, ,39, ,6, , , ,6, , , , ,6,33,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,7,2020-02-10,2020-02-16, ,42, ,1, , ,1,2, ,1, ,1,3,39,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,8,2020-02-17,2020-02-23, ,41, ,3, , , ,3, ,2, ,2,5,36,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,9,2020-02-24,2020-03-01, ,30, ,1, , , ,1, ,2, ,2,3,27,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,10,2020-03-02,2020-03-08, ,47, ,2, , ,1,3, ,3, ,3,6,41,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,11,2020-03-09,2020-03-15, ,52, , , , , , , ,4, ,4,4,48,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,12,2020-03-16,2020-03-22, ,101, , ,1, , ,1, ,4, ,4,5,96,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,13,2020-03-23,2020-03-29, ,89, , ,2, , ,2, ,5, ,5,7,82,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,14,2020-03-30,2020-04-05, ,73, , , , , , , ,2, ,2,2,71,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,15,2020-04-06,2020-04-12, ,61, , , , , , , ,3, ,3,3,58,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,16,2020-04-13,2020-04-19, ,82, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,17,2020-04-20,2020-04-26, ,37, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,18,2020-04-27,2020-05-03, ,30, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,19,2020-05-04,2020-05-10, ,35, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,20,2020-05-11,2020-05-17, ,37, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,21,2020-05-18,2020-05-24, ,29, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,22,2020-05-25,2020-05-31, ,14, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,23,2020-06-01,2020-06-07, ,12, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,24,2020-06-08,2020-06-14, ,12, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,25,2020-06-15,2020-06-21, ,13, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,26,2020-06-22,2020-06-28, ,12, , , , , , , ,1, ,1,1,11,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,27,2020-06-29,2020-07-05, ,20, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,28,2020-07-06,2020-07-12, ,16, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,29,2020-07-13,2020-07-19, ,45, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,30,2020-07-20,2020-07-26, ,30, , , , , , , , ,1,1,1,29,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,31,2020-07-27,2020-08-02, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,32,2020-08-03,2020-08-09, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,33,2020-08-10,2020-08-16, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,34,2020-08-17,2020-08-23, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,35,2020-08-24,2020-08-30, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,36,2020-08-31,2020-09-06, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,37,2020-09-07,2020-09-13, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,38,2020-09-14,2020-09-20, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,39,2020-09-21,2020-09-27, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,40,2020-09-28,2020-10-04, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,41,2020-10-05,2020-10-11, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,42,2020-10-12,2020-10-18, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,43,2020-10-19,2020-10-25, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,44,2020-10-26,2020-11-01, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,45,2020-11-02,2020-11-08, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,46,2020-11-09,2020-11-15, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,47,2020-11-16,2020-11-22, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,48,2020-11-23,2020-11-29, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,49,2020-11-30,2020-12-06, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,50,2020-12-07,2020-12-13, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,51,2020-12-14,2020-12-20, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,52,2020-12-21,2020-12-27, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2020,53,2020-12-28,2021-01-03, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,1,2021-01-04,2021-01-10, ,37,0,0,0, ,0,0,0,0,0,0,0,37,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,2,2021-01-11,2021-01-17, ,31,0,0,0, ,0,0,0,0,0,0,0,31,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,3,2021-01-18,2021-01-24, ,26,0,0,0, ,0,0,0,0,0,0,0,26,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,4,2021-01-25,2021-01-31, ,16,0,0,0, ,0,0,0,0,0,0,0,16,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,5,2021-02-01,2021-02-07, ,8,0,0,0, ,0,0,0,0,0,0,0,8,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,6,2021-02-08,2021-02-14, ,15,0,0,0, ,0,0,0,0,0,0,0,15,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,7,2021-02-15,2021-02-21, ,29,0,0,0, ,0,0,0,0,0,0,0,29,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,8,2021-02-22,2021-02-28, ,41,0,0,0, ,0,0,0,0,0,0,0,41,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,9,2021-03-01,2021-03-07, ,19,0,0,0, ,0,0,0,0,0,0,0,19,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,10,2021-03-08,2021-03-14, ,17,0,0,0, ,0,0,0,0,0,0,0,17,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,11,2021-03-15,2021-03-21, ,33,0,0,0, ,0,0,0,0,0,0,0,33,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,12,2021-03-22,2021-03-28, ,21,0,0,0, ,0,0,0,0,0,0,0,21,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,13,2021-03-29,2021-04-04, ,33,0,0,0, ,0,0,0,0,0,0,0,33,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,14,2021-04-05,2021-04-11, ,20,0,0,0, ,0,0,0,0,0,0,0,20,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,15,2021-04-12,2021-04-18, ,37,0,0,0, ,0,0,0,0,0,0,0,37,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,16,2021-04-19,2021-04-25, ,47,0,0,0, ,0,0,0,0,0,0,0,47,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,17,2021-04-26,2021-05-02, ,48,0,0,0, ,0,0,0,0,0,0,0,48,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,18,2021-05-03,2021-05-09, ,33,0,0,0, ,0,0,0,0,0,0,0,33,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,19,2021-05-10,2021-05-16, ,27,0,0,0, ,0,0,0,0,0,0,0,27,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,20,2021-05-17,2021-05-23, ,13,0,0,0, ,0,0,0,0,0,0,0,13,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,21,2021-05-24,2021-05-30, ,10,0,0,0, ,0,0,0,0,0,0,0,10,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,22,2021-05-31,2021-06-06, ,38,0,0,0, ,0,0,0,0,0,0,0,38,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,23,2021-06-07,2021-06-13, ,34,0,0,0, ,0,0,0,0,0,0,0,34,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,24,2021-06-14,2021-06-20, ,29,0,0,0, ,0,0,0,0,0,0,0,29,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,25,2021-06-21,2021-06-27, ,25,0,0,0, ,0,0,0,0,0,0,0,25,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,26,2021-06-28,2021-07-04, ,31,0,0,0, ,0,0,0,0,0,0,0,31,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,27,2021-07-05,2021-07-11, ,28,0,0,0, ,0,0,0,0,0,0,0,28,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,28,2021-07-12,2021-07-18, ,27,0,0,0, ,0,0,0,0,0,0,0,27,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,29,2021-07-19,2021-07-25, ,59,0,0,0, ,0,0,0,0,0,0,0,59,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,30,2021-07-26,2021-08-01, ,35,0,0,0, ,0,0,0,0,0,0,0,35,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,31,2021-08-02,2021-08-08, ,20,0,0,0, ,0,0,0,0,0,0,0,20,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,32,2021-08-09,2021-08-15, ,31,0,0,0, ,0,0,0,0,0,0,0,31,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,33,2021-08-16,2021-08-22, ,22,0,0,0, ,0,0,0,0,0,0,0,22,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,34,2021-08-23,2021-08-29, ,5,0,0,0, ,0,0,0,0,0,0,0,5,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,35,2021-08-30,2021-09-05, ,13,0,0,0, ,0,0,0,0,0,0,0,13,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,36,2021-09-06,2021-09-12, ,9,0,0,0, ,0,0,0,0,0,0,0,9,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,37,2021-09-13,2021-09-19, ,15,0,0,0, ,0,0,0,0,0,0,0,15,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,38,2021-09-20,2021-09-26, ,20,0,0,0, ,0,0,0,0,0,0,0,20,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,39,2021-09-27,2021-10-03, ,34,0,0,0, ,0,0,0,0,0,0,0,34,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,40,2021-10-04,2021-10-10, ,30,0,0,0, ,0,0,0,0,0,0,0,30,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,41,2021-10-11,2021-10-17, ,14,0,0,0, ,0,0,0,0,0,0,0,14,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,42,2021-10-18,2021-10-24, ,14,0,0,0, ,0,0,0,0,0,0,0,14,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,43,2021-10-25,2021-10-31, ,29,0,0,0, ,0,0,0,0,0,0,0,29,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,44,2021-11-01,2021-11-07, ,14,0,0,0, ,0,0,0,0,0,0,0,14,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,45,2021-11-08,2021-11-14, ,37,0,0,0, ,0,0,0,0,0,0,0,37,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,46,2021-11-15,2021-11-21, ,33,0,0,0, ,0,0,0,0,0,0,0,33,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,47,2021-11-22,2021-11-28, ,28,0,0,0, ,0,0,0,0,0,0,0,28,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,48,2021-11-29,2021-12-05, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,49,2021-12-06,2021-12-12, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,50,2021-12-13,2021-12-19, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,51,2021-12-20,2021-12-26, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2021,52,2021-12-27,2022-01-02, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2022,1,2022-01-03,2022-01-09, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2022,2,2022-01-10,2022-01-16, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2022,3,2022-01-17,2022-01-23, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2022,4,2022-01-24,2022-01-30, ,0, , , , , , , , , , , , ,No Report
Belize,Region of the Americas of WHO,Central America and Caribbean,2022,5,2022-01-31,2022-02-06, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,1,2019-12-30,2020-01-05, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,2,2020-01-06,2020-01-12, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,3,2020-01-13,2020-01-19, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,4,2020-01-20,2020-01-26, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,5,2020-01-27,2020-02-02, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,6,2020-02-03,2020-02-09, , , , , , , , , ,2, ,2,2, ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,7,2020-02-10,2020-02-16, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,8,2020-02-17,2020-02-23, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,9,2020-02-24,2020-03-01, , , , , , , , , ,1, ,1,1, ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,10,2020-03-02,2020-03-08, , , ,1, , , ,1, , , , ,1, ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,11,2020-03-09,2020-03-15, , , ,2, , , ,2, , , , ,2, ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,12,2020-03-16,2020-03-22, , , , , , , , , ,1, ,1,1, ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,13,2020-03-23,2020-03-29, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,14,2020-03-30,2020-04-05, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,15,2020-04-06,2020-04-12, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,16,2020-04-13,2020-04-19, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,17,2020-04-20,2020-04-26, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,18,2020-04-27,2020-05-03, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,19,2020-05-04,2020-05-10, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,20,2020-05-11,2020-05-17, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,21,2020-05-18,2020-05-24, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,22,2020-05-25,2020-05-31, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,23,2020-06-01,2020-06-07, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,24,2020-06-08,2020-06-14, , , , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,25,2020-06-15,2020-06-21, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,26,2020-06-22,2020-06-28, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,27,2020-06-29,2020-07-05, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,28,2020-07-06,2020-07-12, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,29,2020-07-13,2020-07-19, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,30,2020-07-20,2020-07-26, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,31,2020-07-27,2020-08-02, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,32,2020-08-03,2020-08-09, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,33,2020-08-10,2020-08-16, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,34,2020-08-17,2020-08-23, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,35,2020-08-24,2020-08-30, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,36,2020-08-31,2020-09-06, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,37,2020-09-07,2020-09-13, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,38,2020-09-14,2020-09-20, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,39,2020-09-21,2020-09-27, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,40,2020-09-28,2020-10-04, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,41,2020-10-05,2020-10-11, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,42,2020-10-12,2020-10-18, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,43,2020-10-19,2020-10-25, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,44,2020-10-26,2020-11-01, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,45,2020-11-02,2020-11-08, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,46,2020-11-09,2020-11-15, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,47,2020-11-16,2020-11-22, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,48,2020-11-23,2020-11-29, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,49,2020-11-30,2020-12-06, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,50,2020-12-07,2020-12-13, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,51,2020-12-14,2020-12-20, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,52,2020-12-21,2020-12-27, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2020,53,2020-12-28,2021-01-03, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,1,2021-01-04,2021-01-10, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,2,2021-01-11,2021-01-17, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,3,2021-01-18,2021-01-24, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,4,2021-01-25,2021-01-31, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,5,2021-02-01,2021-02-07, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,6,2021-02-08,2021-02-14, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,7,2021-02-15,2021-02-21, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,8,2021-02-22,2021-02-28, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,9,2021-03-01,2021-03-07, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,10,2021-03-08,2021-03-14, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,11,2021-03-15,2021-03-21, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,12,2021-03-22,2021-03-28, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,13,2021-03-29,2021-04-04, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,14,2021-04-05,2021-04-11, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,15,2021-04-12,2021-04-18, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,16,2021-04-19,2021-04-25, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,17,2021-04-26,2021-05-02, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,18,2021-05-03,2021-05-09, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,19,2021-05-10,2021-05-16, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,20,2021-05-17,2021-05-23, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,21,2021-05-24,2021-05-30, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,22,2021-05-31,2021-06-06, ,0, , , , , , , , , , , , ,No Report
Bermuda,Region of the Americas of WHO,North America,2021,23,2021-06-07,2021-06-13, ,0, , , , , , , , , , , , ,No Report
